file_name,original_size,resized_size,filetype,public_id,url,upload_date
img_5668_EP.jpg,1931155,1764572,.jpg,Uploads/lifestyle 17/img_5668_EP.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758024752/Uploads/lifestyle%2017/img_5668_EP.jpg.jpg,2025-09-16T13:12:34.877282
FRQ_XMAS_LIGHTS 22.jpg,2372267,1834452,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 22.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022976/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%2022.jpg.jpg,2025-09-16T12:42:57.481095
LIFESTYLE_AND_DETAILS_099.jpg,1918357,1839773,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_099.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025459/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_099.jpg.jpg,2025-09-16T13:24:20.048857
FRQ_XMAS_LIGHTS 37.jpg,2469414,1852450,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 37.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022995/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%2037.jpg.jpg,2025-09-16T12:43:16.384460
FRQ_XMAS_LIGHTS 54.jpg,2366097,1859357,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 54.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023020/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%2054.jpg.jpg,2025-09-16T12:43:40.965742
FRQ_XMAS_LIGHTS 33.jpg,2450845,1865112,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 33.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022991/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%2033.jpg.jpg,2025-09-16T12:43:12.160871
img_5665_EP.jpg,2088553,1869540,.jpg,Uploads/lifestyle 17/img_5665_EP.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758024750/Uploads/lifestyle%2017/img_5665_EP.jpg.jpg,2025-09-16T13:12:31.392018
eeeee.jpg,1971182,1871590,.jpg,Uploads/lifestyle 01/eeeee.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022924/Uploads/lifestyle%2001/eeeee.jpg.jpg,2025-09-16T12:42:04.641674
LIFESTYLE_AND_DETAILS_095.jpg,1953823,1873575,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_095.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025454/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_095.jpg.jpg,2025-09-16T13:24:14.614935
LIFESTYLE_AND_DETAILS_093.jpg,1936612,1884110,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_093.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025451/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_093.jpg.jpg,2025-09-16T13:24:12.420652
FRQ_XMAS_LIGHTS 7.jpg,2425036,1887507,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 7.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023037/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%207.jpg.jpg,2025-09-16T12:43:58.642408
fsdfsdfs.jpg,2007648,1891256,.jpg,Uploads/lifestyle 01/fsdfsdfs.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023041/Uploads/lifestyle%2001/fsdfsdfs.jpg.jpg,2025-09-16T12:44:02.527178
FRQ_XMAS_LIGHTS 46.jpg,2436706,1895194,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 46.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023009/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%2046.jpg.jpg,2025-09-16T12:43:30.103550
LIFESTYLE_AND_DETAILS_061.jpg,2041870,1919538,.jpg,Uploads/lifestyle 01/LIFESTYLE_AND_DETAILS_061.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023044/Uploads/lifestyle%2001/LIFESTYLE_AND_DETAILS_061.jpg.jpg,2025-09-16T12:44:04.982356
LIFESTYLE_AND_DETAILS_100.jpg,2048817,1922678,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_100.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025460/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_100.jpg.jpg,2025-09-16T13:24:21.080725
4.jpg,4557516,1932403,.jpg,Uploads/lifestyle 01/4.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022921/Uploads/lifestyle%2001/4.jpg.jpg,2025-09-16T12:42:01.744568
FRQ_XMAS_LIGHTS 57.jpg,4557553,1932403,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 57.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023024/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%2057.jpg.jpg,2025-09-16T12:43:45.131580
FRQ_XMAS_LIGHTS 26.jpg,2550780,1947111,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 26.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022981/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%2026.jpg.jpg,2025-09-16T12:43:02.122475
FRQ_XMAS_LIGHTS 9.jpg,2449536,1955093,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 9.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023040/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%209.jpg.jpg,2025-09-16T12:44:00.995194
FRQ_XMAS_LIGHTS 0.jpg,2302969,1963785,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 0.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022958/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%200.jpg.jpg,2025-09-16T12:42:38.877613
LIFESTYLE_AND_DETAILS_097.jpg,2130487,1972425,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_097.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025457/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_097.jpg.jpg,2025-09-16T13:24:17.654790
LIFESTYLE_AND_DETAILS_103.jpg,2177627,1983104,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_103.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025463/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_103.jpg.jpg,2025-09-16T13:24:24.387607
LIFESTYLE_AND_DETAILS_060.jpg,2141046,1996807,.jpg,Uploads/lifestyle 01/LIFESTYLE_AND_DETAILS_060.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023043/Uploads/lifestyle%2001/LIFESTYLE_AND_DETAILS_060.jpg.jpg,2025-09-16T12:44:03.970800
LIFESTYLE_AND_DETAILS_101.jpg,2150517,2003123,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_101.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025461/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_101.jpg.jpg,2025-09-16T13:24:22.120281
test_finder_tags_demo.jpg,2262432,2057932,.jpg,Uploads/test images/test_finder_tags_demo.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758019963/Uploads/test%20images/test_finder_tags_demo.jpg.jpg,2025-09-16T11:52:44.104902
LIFESTYLE_AND_DETAILS_066.jpg,2262546,2057932,.jpg,Uploads/lifestyle 01/LIFESTYLE_AND_DETAILS_066.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023047/Uploads/lifestyle%2001/LIFESTYLE_AND_DETAILS_066.jpg.jpg,2025-09-16T12:44:08.178970
LOCATIONS_206.jpg,7432086,2101359,.jpg,Uploads/lifestyle 04/LOCATIONS_206.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758024416/Uploads/lifestyle%2004/LOCATIONS_206.jpg.jpg,2025-09-16T13:06:56.711092
LIFESTYLE_AND_DETAILS_096.jpg,2307342,2110641,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_096.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025455/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_096.jpg.jpg,2025-09-16T13:24:16.624725
FRQ_XMAS_LIGHTS 4.jpg,4099791,2121623,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 4.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022999/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%204.jpg.jpg,2025-09-16T12:43:20.494516
LOCATIONS_200.jpg,7033374,2125222,.jpg,Uploads/lifestyle 04/LOCATIONS_200.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758024400/Uploads/lifestyle%2004/LOCATIONS_200.jpg.jpg,2025-09-16T13:06:41.064497
©Luca Piffaretti_ISE 5 Norwich_Print_0008.jpg,21510676,2126853,.jpg,Uploads/test images/©Luca Piffaretti_ISE 5 Norwich_Print_0008.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758019966/Uploads/test%20images/%C2%A9Luca%20Piffaretti_ISE%205%20Norwich_Print_0008.jpg.jpg,2025-09-16T11:52:46.774791
LIFESTYLE_AND_DETAILS_105.jpg,2366972,2139614,.jpg,Uploads/lifestyle 26/LIFESTYLE_AND_DETAILS_105.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025466/Uploads/lifestyle%2026/LIFESTYLE_AND_DETAILS_105.jpg.jpg,2025-09-16T13:24:26.608466
LOCATIONS_199.jpg,9660757,2156122,.jpg,Uploads/lifestyle 04/LOCATIONS_199.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758024397/Uploads/lifestyle%2004/LOCATIONS_199.jpg.jpg,2025-09-16T13:06:38.604526
FRQ_STAR 20.jpg,2540202,2158131,.jpg,Uploads/lifestyle 01/FRQ_STAR 20.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758022948/Uploads/lifestyle%2001/FRQ_STAR%2020.jpg.jpg,2025-09-16T12:42:28.842106
FRQ_XMAS_LIGHTS 58.jpg,4915766,2169152,.jpg,Uploads/lifestyle 01/FRQ_XMAS_LIGHTS 58.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758023025/Uploads/lifestyle%2001/FRQ_XMAS_LIGHTS%2058.jpg.jpg,2025-09-16T12:43:46.433734
LIFESTYLE_AND_DETAILS_051.jpg,2403153,2184513,.jpg,Uploads/lifestyle 25/LIFESTYLE_AND_DETAILS_051.jpg,https://res.cloudinary.com/dnkcbkdgk/image/upload/v1758025676/Uploads/lifestyle%2025/LIFESTYLE_AND_DETAILS_051.jpg.jpg,2025-09-16T13:27:56.801329
